Iteration, Train set loss, Test set loss
0, 0.17563143519685964, 0.1749408456623181
5, 0.1445054331310901, 0.14263058949595808
10, 0.1462139648377293, 0.14194459759785513
15, 0.12532842103093728, 0.120986547453938
20, 0.11521836242706289, 0.11089959613289582
25, 0.10997970572592848, 0.10567618898610028
30, 0.10627879206769648, 0.10203476053058522
35, 0.10299813346776658, 0.09888665253629546
40, 0.09992082187504855, 0.0959976416992086
45, 0.09707017877791799, 0.09336752556915996
50, 0.09447705805070329, 0.09101076233420592
55, 0.09216202427232739, 0.08893107791823296
60, 0.09013605638905088, 0.08712574150402878
65, 0.08841225865539441, 0.08560033486333733
70, 0.08700983870606555, 0.08437045111162302
75, 0.08593722401126389, 0.08344203764910882
80, 0.08516705574936076, 0.08278675041195645
85, 0.08462693963366735, 0.08233440495487483
90, 0.08421465038050123, 0.08198829412226706
95, 0.08383302100184926, 0.08165892862274834
100, 0.08342279818345075, 0.08129539989839082
105, 0.08295836637803305, 0.08087883815645874
110, 0.0824317553682045, 0.08040496248901373
115, 0.08185023757347806, 0.07988161790582216
120, 0.08123144265109808, 0.07932469182343391
125, 0.08059565677036025, 0.07875157305941761
130, 0.07996143445740674, 0.0781779276288726
135, 0.07934390429329195, 0.07761687568829466
140, 0.07875377236624097, 0.07707824369214518
145, 0.07819716582893958, 0.07656810610225319
150, 0.0776764045536702, 0.0760891192062211
155, 0.0771911623950905, 0.07564137981174575
160, 0.0767395645387105, 0.07522338467392596
165, 0.07631901844812307, 0.07483282777830882
170, 0.07592674653272123, 0.07446714744441611
175, 0.07556007921561966, 0.07412384775165101
180, 0.07521659421940494, 0.07380066269228255
185, 0.07489417479092939, 0.07349562913275054
190, 0.07459103105035707, 0.07320711290809291
195, 0.07430570202579938, 0.07293380943235564
200, 0.07408948384951423, 0.07272544207452326
