Iteration, Train set loss, Test set loss
0, 0.17384070606213636, 0.17295933594967547
5, 0.1469931896709755, 0.14298737258156033
10, 0.12549148118823686, 0.12089919447050518
15, 0.1121858655319297, 0.10734684631104068
20, 0.10472934732454817, 0.0997255895562664
25, 0.09993807533010046, 0.09485434407667137
30, 0.09643344054237614, 0.09134055037658625
35, 0.09382406009676711, 0.0888300612622621
40, 0.09168976805438543, 0.08681155291463483
45, 0.08949777490132602, 0.08472676304230532
50, 0.08745152168441109, 0.08279076529824102
55, 0.08558360479788595, 0.08103458255610328
60, 0.08383391164472159, 0.07939577117047336
65, 0.08207218648863822, 0.07774375411902826
70, 0.0802334919600254, 0.07601737347455144
75, 0.07864813587175358, 0.07455978496492548
80, 0.07790408480272057, 0.07399510811755493
85, 0.07573526696914198, 0.0720188702072186
90, 0.07282626062582245, 0.06932172941591039
95, 0.0695054214346505, 0.06624532661523741
100, 0.06599694590764328, 0.06300559532356742
105, 0.06251937998877412, 0.05979785484704834
110, 0.05923634081018088, 0.05676649520973321
115, 0.056258415334053964, 0.05401160403382667
120, 0.053644460233452144, 0.05158816663329365
125, 0.05139890068204237, 0.04950159281459979
130, 0.04948953857619374, 0.0477234791890544
135, 0.04787222012822839, 0.04621411922715884
140, 0.04650555055771135, 0.044935967937367885
145, 0.045354670355398544, 0.04385717583223245
150, 0.04439003103067193, 0.04295058320495754
155, 0.043586008953763376, 0.042192465813078436
160, 0.042920566651135986, 0.041562154888715064
165, 0.042376097704535556, 0.04104305027100986
170, 0.04194304613773892, 0.04062663625103393
175, 0.0416239618655343, 0.040316543633027405
180, 0.04142527585217133, 0.040120425706576646
185, 0.04131066963477871, 0.040006116722127186
190, 0.04115878979710032, 0.039861894525287184
195, 0.0409011123097222, 0.039623619983963666
200, 0.040645288260138926, 0.039389459717667066
