Iteration, Train set loss, Test set loss
0, 0.17612656701944573, 0.17545816984619741
5, 0.17613953640085783, 0.17547103300417624
10, 0.1760680884642196, 0.1753994192801387
15, 0.17582923297516295, 0.17515938820481525
20, 0.17544936411151932, 0.17476252882189586
25, 0.17020110543553008, 0.1688015997111132
30, 0.15001714137158811, 0.14585227975530216
35, 0.11920191865772069, 0.11440303236072907
40, 0.10466870727334397, 0.09963237587779909
45, 0.09756693686896963, 0.09243047410092847
50, 0.09288103746009908, 0.08775337082431471
55, 0.08918672801451277, 0.08413556251573477
60, 0.0864408508946516, 0.08150714104381132
65, 0.08425336674407917, 0.07949171849227193
70, 0.08230714255363861, 0.07778433882546038
75, 0.08047185310980011, 0.07623452126463097
80, 0.0786651176933984, 0.07473136935134694
85, 0.0768345473790315, 0.0732002186721917
90, 0.07496041335749962, 0.07160564835894329
95, 0.07303170729093232, 0.06993181226262866
100, 0.07105990600292274, 0.06819455908670752
105, 0.06910514269529391, 0.06645911579717852
110, 0.06724819824112065, 0.06480860129018
115, 0.06554517882613446, 0.06330042536830979
120, 0.06400809723123545, 0.061948474145110406
125, 0.06261415299475252, 0.060730476186115344
130, 0.06132559156183619, 0.05960538967433561
135, 0.06010829384557969, 0.05853452197754799
140, 0.058940327817405706, 0.05749594845872047
145, 0.05779641770952643, 0.056470225566865206
150, 0.05665347308489364, 0.055442171665183074
155, 0.05551549364961445, 0.05442192929897543
160, 0.05439185371990424, 0.05342380581546455
165, 0.053273958750283235, 0.052444564441552786
170, 0.052145355404651, 0.0514713445473955
175, 0.051014605388888155, 0.05051153930352884
180, 0.05003476460560295, 0.049714490180538605
185, 0.048992470801168454, 0.048862123183381435
190, 0.04743698094901728, 0.04750399677149908
195, 0.04617113470964507, 0.04641703806360219
200, 0.045127457154344165, 0.04549866293971768
