Iteration, Train set loss, Test set loss
0, 0.1770093238004694, 0.17633760711571567
5, 0.1770207209739216, 0.17634892871765048
10, 0.17703910467626802, 0.17636718503130303
15, 0.17704511935349032, 0.17637305224794017
20, 0.17703231708065323, 0.17636005909543773
25, 0.17700073217878518, 0.1763282033399658
30, 0.17695598732444642, 0.17628307133612278
35, 0.17689498225912098, 0.1762215287410277
40, 0.1767918920991944, 0.17611755608668783
45, 0.17658456499626743, 0.17590743520091262
50, 0.1760523153646865, 0.17535013795789764
55, 0.17044424662045468, 0.16874936977594648
60, 0.14963092551938328, 0.14592549984643824
65, 0.14039794473440306, 0.13681821188321486
70, 0.12548490273672705, 0.12213160595646745
75, 0.11520632739320148, 0.11184240257169976
80, 0.10842773940789943, 0.10493102404334635
85, 0.10242775352920253, 0.09877878909747793
90, 0.09620651506893972, 0.09262902207353355
95, 0.08917312317500242, 0.0858991964311038
100, 0.08220313777374662, 0.07923917607581782
105, 0.07648516873793888, 0.07369900928885117
110, 0.07208617123305192, 0.06938619387474859
115, 0.0685138241387488, 0.06584630441269032
120, 0.06556689504805042, 0.0628973773151615
125, 0.06314937198040868, 0.06047007716527572
130, 0.061158408971115845, 0.058477338918676645
135, 0.05948246791549914, 0.056811199593802215
140, 0.05795131418913228, 0.05530296460768994
145, 0.05653444974466801, 0.05390983080247111
150, 0.055339900844582, 0.05273849860004635
155, 0.05431997005218488, 0.051747116118179386
160, 0.05340227857790271, 0.05086455067900403
165, 0.05252793043441955, 0.05003186042401408
170, 0.05168920501526921, 0.04923893464580511
175, 0.05090628398849176, 0.04850309509806421
180, 0.050187098810923536, 0.04783119470822245
185, 0.04952848683941431, 0.047220147856354755
190, 0.04892335841406263, 0.04666316660921361
195, 0.04836390563800119, 0.046152473581632415
200, 0.04794480407267278, 0.04577255190875944
