Iteration, Train set loss, Test set loss
0, 0.17601914988353026, 0.17535105382708116
5, 0.17601980600299408, 0.17535095988168345
10, 0.17583789174711656, 0.17516523077736915
15, 0.17523312695827634, 0.1744780832165098
20, 0.15735073759479618, 0.15350336549158983
25, 0.12945669741944374, 0.12456512190546047
30, 0.11309641306115284, 0.10791214580533603
35, 0.10514949100099046, 0.09984430565575186
40, 0.10060343635604455, 0.0953846622232435
45, 0.09720853367252912, 0.09211416429599587
50, 0.09412519664554513, 0.08916761734356268
55, 0.0914477173990205, 0.08664713070773011
60, 0.08895945894504942, 0.08432435553131501
65, 0.08650516375555897, 0.08203767617569753
70, 0.08387956896904872, 0.07958107369363679
75, 0.08105364499970145, 0.07692613885352247
80, 0.07827142494114668, 0.07433950729314111
85, 0.07512677769801973, 0.07145593982074831
90, 0.07106745194041116, 0.06768953337256903
95, 0.06672885678901398, 0.06367390718268957
100, 0.06244496559378195, 0.05972521060025329
105, 0.05841451603656628, 0.05601035122076303
110, 0.05480448597676726, 0.05267923514382125
115, 0.05168099563360052, 0.04979290696936112
120, 0.04902946972851265, 0.047336128955550213
125, 0.04676169022958963, 0.04522789854702062
130, 0.044754612820569306, 0.04335969250740729
135, 0.042942114696437876, 0.04167787724038118
140, 0.041338626366256015, 0.040200186185521
145, 0.039991057216057134, 0.038968085660018505
150, 0.03890534335141802, 0.03798257798572875
155, 0.03802710955089066, 0.03719153311349818
160, 0.03746393671216794, 0.03670134222091067
165, 0.037460553922400164, 0.036751586010138726
170, 0.03626172164730257, 0.03565026670374657
175, 0.03481214997763811, 0.03430500469317157
180, 0.03346420722692259, 0.03305515348524924
185, 0.03229564932529791, 0.031980006079029795
190, 0.031273868495748675, 0.031053028794808125
195, 0.03035380588008448, 0.03023281178577118
200, 0.029672661878145885, 0.02963487752182329
